50,50
51,50
52,51
54,53
55,53
56,54
58,56
59,57
60,58
62,59
63,60
64,61
65,62
67,64
68,65
69,66
70,67
71,68
72,69
73,70
75,73
76,74
77,75
78,76
79,77
80,78
81,79
83,81
84,82
85,83
86,84
87,85
88,86
89,87
91,90
92,91
93,92
94,93
95,94
96,95
97,96
99,98
100,99
101,100
102,101
103,102
104,103
105,105
107,107
108,108
109,109
110,111
111,112
112,113
113,114
115,117
116,118
117,120
118,121
119,122
120,124
121,125
123,128
124,130
125,131
126,133
127,134
128,136
129,137
130,139
131,141
133,144
134,146
135,147
136,149
137,151
138,152
139,154
140,156
141,158
142,159
143,161
144,163
145,164
146,166
147,168
149,171
150,173
151,175
152,176
153,178
154,180
155,181
156,183
157,184
158,186
159,188
160,189
161,191
162,192
163,194
165,197
166,198
167,200
168,201
169,202
170,204
171,205
172,206
173,208
174,209
175,210
176,211
177,212
178,214
179,215
181,217
182,218
183,219
184,220
185,221
186,222
187,223
188,224
189,225
190,225
191,226
192,227
193,228
194,228
195,229
197,230
198,231
199,232
200,232
201,233
202,233
203,234
204,234
205,235
206,235
207,235
208,236
209,236
210,236
211,237
213,237
214,238
215,238
216,238
217,238
218,238
219,239
220,239
221,239
222,239
223,239
224,240
225,240
226,240
227,240
229,240
230,240
231,240
232,240
233,240
234,240
235,240
236,240
237,239
238,239
239,238
240,237
