1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1
40,2
41,4
42,4
43,6
44,8
45,8
46,11
47,11
48,13
49,17
50,19
51,21
52,22
53,24
54,29
55,32
56,34
57,37
58,40
59,40
60,45
61,45
62,51
63,55
64,61
65,61
66,67
67,67
68,70
69,74
70,77
71,80
72,87
73,91
74,91
75,95
76,98
77,105
78,109
79,109
80,86
81,94
82,86
83,138
84,144
85,154
86,153
87,140
88,148
89,150
90,154
91,150
92,149
93,98
94,149
95,143
96,83
97,149
98,149
99,153
100,151
101,149
102,152
103,152
104,144
105,150
106,151
107,151
108,153
109,147
110,149
111,146
112,150
113,154
114,151
115,152
116,152
117,147
118,149
119,141
120,151
121,151
122,150
123,152
124,151
125,150
126,150
127,143
128,98
129,97
130,147
131,96
132,94
133,73
134,146
135,95
136,133
137,149
138,98
139,147
140,149
141,94
142,96
143,145
144,98
145,147
146,99
147,57
148,140
149,148
150,143
151,150
152,99
153,148
154,81
155,148
156,150
157,148
158,150
159,153
160,154
161,98
162,132
163,149
164,152
165,92
166,101
167,147
168,150
169,151
170,151
171,150
172,79
173,86
174,150
175,150
176,150
177,152
178,153
179,93
180,95
181,93
182,101
183,148
184,97
185,101
186,147
187,144
188,151
189,96
190,138
191,149
192,150
193,152
194,152
195,149
196,150
197,150
198,152
199,97
200,136
201,147
202,148
203,149
204,149
205,150
206,151
207,152
208,152
209,154
210,150
211,149
212,95
213,148
214,150
215,151
216,152
217,152
218,97
219,96
220,148
221,149
222,149
223,150
224,151
225,152
226,152
227,152
228,153
229,153
230,154
231,154
232,149
233,149
234,96
235,148
236,151
237,151
238,152
239,152
240,152
241,152
242,153
243,153
244,153
245,151
246,149
247,149
248,149
249,149
250,149
251,149
252,149
253,149
254,149
255,149
