1,27
2,27
3,27
4,27
5,28
6,29
7,31
8,32
9,34
10,36
11,38
12,39
13,41
14,43
15,44
16,46
17,47
18,48
19,49
20,50
21,51
22,51
23,52
24,52
25,53
26,53
27,53
28,53
29,53
30,53
31,53
32,53
33,53
34,53
35,52
36,52
37,52
38,52
39,52
40,51
41,51
42,51
43,51
44,51
45,51
46,51
47,51
48,52
49,52
50,52
51,52
52,53
53,53
54,54
55,54
56,55
57,55
58,56
59,56
60,57
61,58
62,58
63,59
64,60
65,61
66,62
67,63
68,63
69,64
70,65
71,66
72,67
73,68
74,69
75,70
76,71
77,72
78,73
79,74
80,75
81,76
82,77
83,78
84,79
85,80
86,81
87,82
88,83
89,84
90,85
91,86
92,87
93,88
94,89
95,90
96,91
97,92
98,93
99,95
100,96
101,97
102,98
103,100
104,101
105,102
106,103
107,105
108,106
109,108
110,109
111,110
112,112
113,113
114,115
115,117
116,118
117,120
118,122
119,123
120,125
121,127
122,128
123,130
124,132
125,134
126,136
127,138
128,139
129,141
130,143
131,145
132,147
133,149
134,151
135,153
136,155
137,157
138,159
139,161
140,162
141,164
142,166
143,168
144,170
145,172
146,173
147,175
148,177
149,179
150,180
151,182
152,184
153,185
154,187
155,188
156,190
157,191
158,193
159,194
160,196
161,197
162,198
163,200
164,201
165,202
166,203
167,204
168,205
169,207
170,208
171,209
172,210
173,210
174,211
175,212
176,213
177,214
178,215
179,216
180,216
181,217
182,218
183,219
184,219
185,220
186,221
187,221
188,222
189,223
190,223
191,224
192,225
193,225
194,226
195,226
196,227
197,227
198,228
199,229
200,229
201,230
202,230
203,231
204,231
205,232
206,232
207,233
208,233
209,234
210,234
211,234
212,235
213,235
214,236
215,236
216,236
217,237
218,237
219,237
220,237
221,238
222,238
223,238
224,238
225,238
226,239
227,239
228,239
229,239
230,239
231,239
232,239
233,240
234,240
235,240
236,240
237,240
238,240
239,240
240,241
241,241
242,241
243,241
244,242
245,242
246,242
247,242
248,242
249,243
250,243
251,243
252,242
253,242
254,242
255,241
