1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,2
20,2
21,2
22,3
23,3
24,4
25,4
26,4
27,5
28,5
29,6
30,6
31,9
32,12
33,16
34,19
35,22
36,25
37,28
38,32
39,35
40,38
41,41
42,44
43,48
44,51
45,54
46,59
47,64
48,69
49,74
50,79
51,84
52,89
53,93
54,98
55,103
56,108
57,113
58,118
59,123
60,128
61,132
62,136
63,141
64,145
65,149
66,153
67,157
68,162
69,166
70,170
71,174
72,178
73,183
74,187
75,191
76,192
77,194
78,195
79,196
80,197
81,199
82,200
83,201
84,202
85,204
86,205
87,206
88,207
89,209
90,210
91,211
92,212
93,214
94,215
95,216
96,217
97,218
98,220
99,221
100,222
101,223
102,224
103,226
104,227
105,228
106,229
107,229
108,230
109,231
110,232
111,232
112,233
113,234
114,235
115,235
116,236
117,237
118,238
119,238
120,239
121,239
122,240
123,240
124,240
125,240
126,241
127,241
128,241
129,241
130,242
131,242
132,242
133,242
134,243
135,243
136,243
137,244
138,244
139,244
140,244
141,245
142,245
143,245
144,245
145,246
146,246
147,246
148,246
149,247
150,247
151,247
152,247
153,247
154,247
155,247
156,247
157,247
158,248
159,248
160,248
161,248
162,248
163,248
164,248
165,248
166,248
167,248
168,248
169,248
170,248
171,248
172,248
173,248
174,248
175,248
176,248
177,248
178,248
179,248
180,248
181,248
182,248
183,248
184,248
185,248
186,248
187,248
188,248
189,248
190,248
191,248
192,248
193,248
194,248
195,248
196,248
197,248
198,248
199,247
200,247
201,247
202,247
203,247
204,247
205,247
206,247
207,246
208,246
209,246
210,246
211,246
212,246
213,246
214,246
215,246
216,246
217,246
218,246
219,246
220,246
221,246
222,246
223,246
224,246
225,246
226,246
227,246
228,246
229,246
230,246
231,246
232,246
233,246
234,246
235,246
236,246
237,246
238,246
239,246
240,246
241,246
242,246
243,246
244,246
245,246
246,246
247,246
248,246
249,246
250,246
251,246
252,246
253,246
254,246
255,246
